sentence,label
갑과 을은 납품 일정에 대해 협의하여 변경 사항을 상호 동의 후 조정할 수 있다.,0
"을은 갑과 협의하여 제품 수령 장소를 변경할 수 있으며, 변경된 장소로 제품이 배송된다.",0
계약 이행 중 발생하는 문제는 갑과 을이 각각의 책임을 분담하여 해결한다.,0
"갑은 제품의 품질에 대해 보증을 제공하며, 품질 문제 발생 시 을과 협의하여 해결책을 마련한다.",0
"계약 해지 시, 을은 지급한 금액에 대해 합리적인 사유가 있을 경우 환불을 요청할 수 있으며, 갑은 이를 협의하여 처리한다.",0
"계약 이행 중 발생하는 불이익은 갑과 을이 공정하게 분담하며, 각자의 책임 범위에 따라 처리한다.",0
"갑은 을에게 납품한 제품에 대해 어떠한 품질 보증도 하지 않으며, 을은 제품에 대해 아무런 불만을 제기할 수 없다.",1
"을은 갑이 제공하는 가격을 무조건 수락해야 하며, 가격 협상은 불가능하다.",1
"갑은 계약을 해지할 수 있으며, 해지 시 을은 이미 지급한 금액을 반환받을 수 없다.",1
"을은 갑이 지정한 납품 일정을 무조건적으로 따라야 하며, 일정 변경은 불가능하다.",1
갑은 계약 체결 후 을이 요청한 모든 추가 비용을 전액 부담해야 한다.,1
"을은 계약 해지 시 갑에게 전액 보상하지 않으며, 계약 해지에 대한 어떠한 보상도 요구할 수 없다.",1
"갑은 계약 기간 중 언제든지 을에게 제공하는 제품을 변경할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 갑이 지정한 장소에서만 제품을 수령할 수 있으며, 다른 장소로의 배송은 불가능하다.",1
"갑은 계약 해지 후 을에게 전액 보상하지 않으며, 계약 해지에 대한 어떤 사유도 불문하고 을에게 책임을 전가할 수 있다.",1
"을은 갑이 제공한 모든 제품에 대해 반품할 수 없으며, 교환 요청도 불가능하다.",1
"갑은 을에게 제품을 공급한 후, 을이 제품에 대해 이의를 제기할 수 있으며, 제품에 문제가 발생할 경우 갑은 품질 보증을 제공하고 적절한 조치를 취한다.",0
"을은 갑과 가격에 대해 협의할 수 있으며, 가격 변경은 양 당사자가 합의 후 진행된다.",0
"계약 해지 시, 갑은 계약을 해지할 수 있으나, 해지 시 을은 지급한 금액에 대해 반환을 요청할 수 있으며, 양 당사자가 협의하여 처리한다.",0
"을은 갑과 협의하여 납품 일정을 조정할 수 있으며, 변경 시 양 당사자가 동의한 후 수정된다.",0
갑과 을은 계약 체결 후 발생할 수 있는 추가 비용을 상호 협의하여 공정하게 분담한다.,0
"계약 해지 시, 양 당사자는 해지 사유에 따라 적절한 보상 및 손해배상을 협의하여 처리한다.",0
"갑은 계약 기간 중 제품 변경을 요청할 수 있으나, 변경 사항은 을과 협의하여 합의 후 진행된다.",0
"을은 갑과 협의하여 제품 수령 장소를 변경할 수 있으며, 변경된 장소로 제품이 배송된다.",0
"계약 해지 시, 양 당사자는 해지 사유에 따라 적절하게 금액을 반환하거나 손해배상한다.",0
을은 갑이 제공한 제품에 대해 품질 문제가 있을 경우 일정 기간 내에 반품 및 교환을 요청할 수 있다.,0
"갑은 을에게 제공한 모든 제품에 대해 품질 보증을 하지 않으며, 품질 문제가 발생해도 갑은 책임을 지지 않는다.",1
"을은 갑이 설정한 가격을 무조건 수락해야 하며, 가격 협상은 불가능하다.",1
"갑은 계약 해지 후 을에게 지급한 금액을 반환하지 않으며, 해지에 대한 책임은 을에게만 있다.",1
"을은 갑이 정한 납품 일정에 대해 이의를 제기할 수 없으며, 일정 변경은 불가능하다.",1
갑은 계약 체결 후 을이 요청한 모든 추가 비용을 전액 부담해야 한다.,1
"을은 계약 해지 시 갑에게 전액 보상하지 않으며, 계약 해지에 대한 어떠한 보상도 요구할 수 없다.",1
"갑은 계약 기간 중 언제든지 을에게 제공하는 제품을 변경할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 갑이 지정한 장소에서만 제품을 수령해야 하며, 다른 장소로의 배송은 불가능하다.",1
"갑은 계약 해지 후 을에게 전액 보상하지 않으며, 계약 해지에 대한 어떤 사유도 불문하고 을에게 책임을 전가할 수 있다.",1
"을은 갑이 제공한 모든 제품에 대해 반품할 수 없으며, 교환 요청도 불가능하다.",1
"갑은 을에게 제공한 제품에 대해 품질 보증을 제공하며, 품질 문제가 발생할 경우 갑은 적절한 조치를 취할 책임이 있다.",0
"을은 갑과 협의하여 가격을 설정할 수 있으며, 가격 변경은 양 당사자가 합의 후 진행된다.",0
"계약 해지 시, 양 당사자는 이미 지급한 금액에 대해 반환 여부를 협의하며, 책임은 양 당사자가 공유한다.",0
"을은 갑과 협의하여 납품 일정을 조정할 수 있으며, 일정 변경 시 양 당사자가 동의한 후 수정된다.",0
갑과 을은 계약 체결 후 발생할 수 있는 추가 비용을 협의하여 공정하게 분담한다.,0
"계약 해지 시, 갑과 을은 해지 사유에 따라 적절한 보상 및 손해배상을 협의하여 처리한다.",0
"갑은 계약 기간 중 제품 변경을 요청할 수 있으나, 변경 사항은 을과 협의하여 합의 후 진행된다.",0
"을은 갑과 협의하여 제품 수령 장소를 변경할 수 있으며, 변경된 장소로 배송이 이루어진다.",0
"계약 해지 시, 양 당사자는 해지 사유에 따라 적절하게 금액을 반환하거나 손해배상한다.",0
을은 갑이 제공한 제품에 대해 품질 문제가 있을 경우 일정 기간 내 반품 및 교환을 요청할 수 있다.,0
"갑은 을에게 제공한 제품에 대해 품질 보증을 하지 않으며, 품질 문제가 발생하면 을이 전액 비용을 부담한다.",1
"을은 갑이 제공하는 가격을 무조건 수락해야 하며, 가격 협상은 불가능하다.",1
"갑은 계약 해지 후 을에게 지급한 금액을 전액 반환하지 않으며, 계약 해지에 대한 어떠한 책임도 지지 않는다.",1
"을은 갑이 지정한 납품 일정에 대해 이의를 제기할 수 없으며, 갑은 일방적으로 일정을 변경할 수 있다.",1
"갑은 을이 제공하는 모든 제품에 대해 추가 비용을 일방적으로 부과할 수 있으며, 을은 이를 거부할 수 없다.",1
"을은 계약 해지 시 갑에게 전액 보상하지 않으며, 계약 해지에 대한 보상 요구를 할 수 없다.",1
"갑은 계약 체결 후 언제든지 을에게 제공하는 상품을 변경할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 갑이 지정한 장소에서만 제품을 수령할 수 있으며, 다른 장소로의 배송은 불가능하다.",1
"갑은 계약 해지 후 을에게 전액 보상하지 않으며, 계약 해지에 대한 어떤 사유도 불문하고 을에게 책임을 전가할 수 있다.",1
"을은 갑이 제공한 모든 제품에 대해 반품할 수 없으며, 교환 요청도 불가능하다.",1
"갑은 을에게 제공한 제품에 대해 품질 보증을 제공하며, 품질 문제가 발생할 경우 갑은 적절한 조치를 취할 책임이 있다.",0
"을은 갑과 가격에 대해 협의할 수 있으며, 가격 변경은 양 당사자가 합의 후 진행된다.",0
"계약 해지 시, 양 당사자는 이미 지급한 금액에 대해 반환 여부를 협의하며, 책임은 양 당사자가 공유한다.",0
"을은 갑과 협의하여 납품 일정을 조정할 수 있으며, 일정 변경 시 양 당사자가 동의한 후 수정된다.",0
갑과 을은 계약 체결 후 발생할 수 있는 추가 비용을 협의하여 공정하게 분담한다.,0
"계약 해지 시, 갑과 을은 해지 사유에 따라 적절한 보상 및 손해배상을 협의하여 처리한다.",0
"갑은 계약 기간 중 제품 변경을 요청할 수 있으나, 변경 사항은 을과 협의하여 합의 후 진행된다.",0
"을은 갑과 협의하여 제품 수령 장소를 변경할 수 있으며, 변경된 장소로 배송이 이루어진다.",0
"계약 해지 시, 양 당사자는 해지 사유에 따라 적절하게 금액을 반환하거나 손해배상한다.",0
을은 갑이 제공한 제품에 대해 품질 문제가 있을 경우 일정 기간 내 반품 및 교환을 요청할 수 있다.,0
