sentence,article_number,toxic_label,clause_number,sub_clause_number
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 이러한 변경이 이루어질 시, 예를 들어 '세련된 다이아몬드 시계'의 전시 공간에 대한 책임은 갑과 을이 공동으로 지며, 고객의 구매 유도를 위해 적절한 조명이 마련되어야 한다. 또한, 매장 내의 '세련된 다이아몬드 시계'가 고객의 시선을 끌 수 있도록 진열 방법에 대해서도 협의가 필요하다. 마지막으로, 만약 매장 내외부 디자인이 변경된다면, '세련된 다이아몬드 시계' 의 분위기와 조화를 이루도록 디자인을 조정해야 한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 갑에게도 이익이 되는 경우에는 갑과 을이 상호 협의하여 사전 서면 약정에 의해 비용을 을이 부담하도록 조정할 수 있다.(기초시설 공사비용은 제1호에 의한다.)",12,1,3,2
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 이러한 변경이 이루어질 시, 예를 들어 '세련된 다이아몬드 시계'의 전시 공간에 대한 책임은 갑과 을이 공동으로 지며, 고객의 구매 유도를 위해 적절한 조명이 마련되어야 한다. 또한, 매장 내의 '세련된 다이아몬드 시계'가 고객의 시선을 끌 수 있도록 진열 방법에 대해서도 협의가 필요하다. 마지막으로, 만약 매장 내외부 디자인이 변경된다면, '세련된 다이아몬드 시계' 의 분위기와 조화를 이루도록 디자인을 조정해야 한다. 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하되, 을은 이에 따른 모든 비용을 부담하여야 한다.",12,1,3,3
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 이러한 변경이 이루어질 시, 예를 들어 '세련된 다이아몬드 시계'의 전시 공간에 대한 책임은 갑과 을이 공동으로 지며, 고객의 구매 유도를 위해 적절한 조명이 마련되어야 한다. 또한, 매장 내의 '세련된 다이아몬드 시계'가 고객의 시선을 끌 수 있도록 진열 방법에 대해서도 협의가 필요하다. 마지막으로, 만약 매장 내외부 디자인이 변경된다면, '세련된 다이아몬드 시계' 의 분위기와 조화를 이루도록 디자인을 조정해야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예:브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑이 부담하며, 을은 갑이 정한 분담비율에 따라 별도로 추가 비용을 지급하기로 한다. (기초시설 공사비용은 제1호에 의한다.)",12,1,3,4
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 이러한 변경이 이루어질 시, 예를 들어 '세련된 다이아몬드 시계'의 전시 공간에 대한 책임은 갑이 단독으로 지며, 고객의 구매 유도를 위해 적절한 조명이 마련되어야 한다. 또한, 매장 내의 '세련된 다이아몬드 시계'가 고객의 시선을 끌 수 있도록 진열 방법에 대해서도 갑의 승인 아래 진행해야 한다. 마지막으로, 만약 매장 내외부 디자인이 변경된다면, '세련된 다이아몬드 시계'의 분위기와 조화를 이루도록 디자인을 갑의 기준에 맞춰 조정해야 한다. 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의한다.",12,1,3,5
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우 다음 각 호의 내용을 준수한다. 이러한 변경이 이루어질 시, 예를 들어 '세련된 다이아몬드 시계'의 전시 공간에 대한 책임은 갑과 을이 공동으로 지며, 고객의 구매 유도를 위해 적절한 조명이 마련되어야 한다. 또한, 매장 내의 '세련된 다이아몬드 시계'가 고객의 시선을 끌 수 있도록 진열 방법에 대해서도 협의가 필요하다. 마지막으로, 만약 매장 내외부 디자인이 변경된다면, '세련된 다이아몬드 시계' 의 분위기와 조화를 이루도록 디자인을 조정해야 한다. 6. 갑과 을이 설비 변경 비용을 분담하는 경우 설비 변경과 관련된 제반사항(자재, 디자인, 시공사, 감리 등)의 분쟁을 사전에 방지하기 위하여 시공 전에 갑과 을이 협의한 후, 갑이 선정한 기준과 절차에 따라 의뢰된 시공사를 통해 시행한다.",12,1,3,6
④ 갑은 시계에 대하여 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율에 1.5를 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다.,12,1,4,0
"④ 갑은 시계에 대하여 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액을 을에게 지급하되, 지급 금액은 을의 해당 매장 설비비용에 대한 원가의 70%로 한정한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 1. 을과 거래를 중단하거나 거절하는 행위",12,1,4,1
④ 갑은 시계에 대하여 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 2. 을의 매장 위치ㆍ면적ㆍ시설을 갑의 요청에 따라 제한적으로 변경하는 행위,12,1,4,2
"① 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 또한, 시계의 종류와 브랜드도 [별지 3]에 명시되어 있으며, 이는 갑의 요구에 따라 변경될 수 있다. 이와 함께, 시계의 가격대와 할인율은 [별지 4]에서 확인할 수 있으며, 갑의 결정에 의해 해당 조건은 변동될 수 있다. 최종적으로, 시계와 관련된 고객 서비스 및 상담 내용은 [별지 5]에 담겨 있으며, 갑은 이를 통해 을이 제공하는 서비스에서 발생하는 모든 비용을 부담할 수 있다.",12,1,1,0
② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 갑은 을의 시계인 '스타일리시 타임워치'를 무단으로 사용하여 자신의 이득을 취해서는 안 된다. 갑은 을의 '스타일리시 타임워치'를 승인 없이 다른 사람에게 빌려주거나 판매할 수 있는 권리를 가진다. 갑은 을의 '스타일리시 타임워치'에 대한 허가 없이 이를 소유한 것처럼 행동해서는 안 된다. 갑은 을의 '스타일리시 타임워치'에 관련된 정보를 유출하여 다른 사람에게 피해를 주어서는 안 된다.,12,1,2,0
② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다.  갑은 을의 시계인 '스타일리시 타임워치'를 무단으로 사용하여 자신의 이득을 취해서는 안 된다.  갑은 을의 '스타일리시 타임워치'를 승인 없이 다른 사람에게 빌려주거나 판매해서는 안 된다.  갑은 을의 '스타일리시 타임워치'에 대한 허가 없이 이를 소유한 것처럼 행동해서는 안 된다.  갑은 을의 '스타일리시 타임워치'에 관련된 정보를 유출하여 다른 사람에게 피해를 주어서는 안 된다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 갑의 의사에 반하여 을의 다른 점포의 매장에 입점하게 하는 행위,12,1,2,1
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 갑은 을의 시계인 '스타일리시 타임워치'를 무단으로 사용하여 자신의 이득을 취하여도, 그로 인해 발생하는 모든 책임을 을이 부담해야 한다. 갑은 을의 '스타일리시 타임워치'를 승인 없이 다른 사람에게 빌려주거나 판매하게 될 경우, 발생한 이익을 갑이 독점하도록 하여서는 안 된다. 갑은 을의 '스타일리시 타임워치'에 대한 허가 없이 이를 소유한 것처럼 행동하여, 을이 이를 알고도 손해를 감수하게 만들어서는 안 된다. 갑은 을의 '스타일리시 타임워치'에 관련된 정보를 유출하여, 을이 예상치 못한 손해를 입도록 해서는 안 된다. 2. 계약기간 중에 을의 매장의 위치ㆍ면적ㆍ시설을 변경하는 행위",12,1,2,2
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 없도록 하는 책임은 전적으로 을에게 귀속된다. 또한, 변경된 매장 위치에 대한 마케팅 전략을 새롭게 수립하여 소비자에게 효과적인 홍보를 진행해야 하며, 이 과정에서 발생하는 모든 비용은 을의 부담으로 한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하되, 갑은 을에게 최소한의 정보를 제공하여 을이 자율적으로 결정할 수 있도록 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 을이 주도적으로 논의해야 한다.",12,1,3,0
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 갑의 투자 및 운영상의 손실을 최소화할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략은 갑의 이익을 최우선적으로 고려하여 새롭게 수립해야 하며, 소비자에게 효과적인 홍보를 진행할 책임은 을에게 있다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하되, 브랜드 이미지 향상에 기여하기 위한 비용은 을이 부담해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 갑의 만족도를 평가하고 필요한 경우 추가 조치를 논의한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다.",12,1,3,1
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략을 새롭게 수립하여 소비자에게 효과적인 홍보를 진행해야 한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하며, 이를 통해 브랜드 이미지 향상에 기여할 수 있도록 해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 논의한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 중요한 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 을이 갑에게 비용을 상환해야 하며, 갑과 을이 상호 협의하여 사전 서면 약정에 의해 이에 대한 구체적인 부담 비율을 정할 수 있다.(기초시설 공사비용은 제1호에 의한다.)",12,1,3,2
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략을 새롭게 수립하여 소비자에게 효과적인 홍보를 진행해야 한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하며, 이를 통해 브랜드 이미지 향상에 기여할 수 있도록 해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 논의한다. 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보할 수 있으며, 이 경우 을은 별도의 추가 비용을 부담하여야 한다.",12,1,3,3
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략을 새롭게 수립하여 소비자에게 효과적인 홍보를 진행해야 한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하며, 이를 통해 브랜드 이미지 향상에 기여할 수 있도록 해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 논의한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예:브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑이 부담하되 을이 상호 협의하여 분담비율을 정하도록 하며, 최종적으로 을이 70%의 비용을 부담하는 것으로 한다. (기초시설 공사비용은 제1호에 의한다.)",12,1,3,4
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략을 새롭게 수립하여 소비자에게 효과적인 홍보를 진행해야 한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하며, 이를 통해 브랜드 이미지 향상에 기여할 수 있도록 해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 논의한다. 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의하며, 갑의 동의 없이 실행할 수 없다.",12,1,3,5
"③ 갑과 을이 시계 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 설비변경 시, 미리 상호 간의 협의하여 변경 사항을 서면으로 작성하고 서명해야 하며, 이를 통해 투자 및 운영상의 손실을 예방할 수 있도록 한다. 또한, 변경된 매장 위치에 대한 마케팅 전략은 갑이 독점적으로 수립하여 소비자에게 효과적인 홍보를 진행해야 하며, 을은 이에 대한 비용을 전적으로 부담한다. 시계 매장 내 인테리어 변경 시에는 고객의 편의를 고려한 배치와 디자인을 필수적으로 반영하되, 갑의 지시에 따라만 진행되어야 하며, 이를 통해 브랜드 이미지 향상에 기여할 수 있도록 해야 한다. 마지막으로, 모든 설비변경 사항은 일정 기간 내에 완료하도록 하며, 이행 후에는 갑이 주도적으로 사후 점검을 통해 만족도를 평가하고 필요한 경우 추가 조치를 결정한다. 6. 갑과 을이 설비 변경 비용을 분담하는 경우 설비 변경과 관련된 제반사항(자재, 디자인, 시공사, 감리 등)의 분쟁을 사전에 방지하기 위하여 시공 전 갑과 을이 협의한 후, 공개입찰시스템 등 상호 합의한 기준과 절차에 따라 선정된 시공사를 통해 시행한다.",12,1,3,6
④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이하를 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다.,12,1,4,0
④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액의 절반 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 1. 을과 거래를 중단하거나 거절하는 행위,12,1,4,1
④ 갑은 다음 각 호의 어느 하나에 해당하는 행위를 하는 경우에는 을이 지출한 해당 매장에 대한 설비비용 총액에 전체 계약기간에서 다음 각 호의 어느 하나에 해당하는 행위가 발생한 날부터 계약기간의 마지막 날까지의 기간이 차지하는 비율을 곱한 금액 이상을 해당 매장 설비비용에 대한 보상으로 을에게 지급한다. 계약기간이 1년 미만인 경우는 계약기간을 1년으로 본다. 2. 을의 매장 위치ㆍ면적ㆍ시설을 갑의 요구에 따라 변경하는 행위,12,1,4,2
"① 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 이와 관련하여, 시계의 정확한 진열 공간과 다양한 디자인을 통해 소비자에게 매력적으로 다가갈 수 있도록 최선을 다할 것이다. 추가적으로, 시계의 판매 촉진을 위해 적절한 프로모션과 이벤트를 을이 주기적으로 진행할 계획이다. 매장 내 시계의 배치는 고객의 시선을 사로잡도록 신중하게 기획되었으며, 갑은 을의 매출에 직접적으로 기여하지 않더라도 을이 부담할 비용과 책임을 승인하는 것으로 간주한다. 해당 내용은 시계의 마케팅 전략을 포함하며, 고객의 요구에 부합하도록 지속적으로 업데이트될 것이다.",12,1,1,0
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫 번째로, 을의 시계에 대해 무단으로 수리를 시도하지 않았음에도 불구하고, 갑은 그로 인해 발생하는 모든 비용을 부담해야 한다. 두 번째로, 을의 시계에 대한 외관을 무단으로 변경하거나 손상해서는 안 되며, 이와 관련된 모든 손실은 갑이 책임진다. 세 번째로, 을의 시계에 대해 정보를 허위로 전파하거나 왜곡해서는 안 되며, 이 경우 발생하는 법적 책임은 갑이 부담해야 한다. 마지막으로, 을의 시계를 허가 없이 다른 사람에게 양도하거나 양도 시도를 해서는 안 되지만, 이로 인해 발생하는 모든 손해는 을이 져야 한다.",12,1,2,0
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫 번째로, 을의 시계에 대해 무단으로 수리를 시도해서는 안 된다. 두 번째로, 을의 시계에 대한 외관을 무단으로 변경하거나 손상해서는 안 된다. 세 번째로, 을의 시계에 대해 정보를 허위로 전파하거나 왜곡해서는 안 된다. 마지막으로, 을의 시계를 허가 없이 다른 사람에게 양도하거나 양도 시도를 해서는 안 된다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장으로의 이전을 강제하는 행위",12,1,2,1
"② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 첫 번째로, 을의 시계에 대해 무단으로 수리를 시도해서는 안 된다. 두 번째로, 을의 시계에 대한 외관을 무단으로 변경하거나 손상해서는 안 된다. 세 번째로, 을의 시계에 대해 정보를 허위로 전파하거나 왜곡해서는 안 된다. 마지막으로, 을의 시계를 허가 없이 다른 사람에게 양도하거나 양도 시도를 해서는 안 된다. 2. 계약기간 중에 을의 매장의 위치ㆍ면적ㆍ시설을 변경하여 갑에게 필요한 모든 조치를 이행하도록 하는 행위",12,1,2,2
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 조정해야 하며, 이에 필요한 모든 비용은 을이 부담해야 한다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 디자인해야 하며, 이 과정에서 기획과 실행에 필요한 자원은 을이 책임져야 한다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 이 통로의 유지 관리 또한 을의 책임으로 한다. 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고 필요한 개선사항을 반영하는 모든 작업은 을이 진행해야 한다.",12,1,3,0
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 조정해야 하며, 이로 인해 발생하는 모든 비용은 을이 부담해야 한다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 디자인해야 하며, 이 과정은 갑의 요구를 최우선으로 고려해야 한다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 이를 위한 추가적인 조치는 을이 책임져야 한다. 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고 필요한 개선사항은 갑이 결정하며, 그에 따른 비용 및 자원은 을이 처리해야 한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다.",12,1,3,1
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 조정해야 한다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 디자인해야 한다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고 필요한 개선사항을 빠르게 반영해야 한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 갑의 판단에 따라 을이 비용을 부담하도록 할 수 있다.(기초시설 공사비용은 제1호에 의한다.)",12,1,3,2
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 조정해야 하며, 이 과정에서 변경에 소요되는 모든 경비는 을이 부담해야 한다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 디자인해야 하며, 디자인 변경으로 인한 추가 비용 또한 을이 감당해야 한다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 이 때 발생하는 모든 인테리어 수정 비용은 을이 처리가능해야 한다. 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고 필요한 개선사항은 갑의 지시에 따라 을이 신속히 반영해야 하며, 이 경우 개선 작업 관련 모든 비용은 을이 직접 부담해야 한다. 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하여야 한다.",12,1,3,3
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 조정해야 하며, 갑은 이를 위해 신규 자재비를 전액 부담해야 한다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 디자인하는 과정에서 발생하는 기획 비용은 갑의 책임으로 한다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 이에 필요한 추가 인건비는 갑이 부담한다. 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고 필요한 개선사항은 갑이 우선적으로 반영해야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예:브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑과 을이 상호 협의하여 분담비율을 정한다. (기초시설 공사비용은 제1호에 의한다.)",12,1,3,4
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경하는 경우(이하 '설비변경'이라 한다) 다음 각 호의 내용을 준수해야 한다. 첫 번째로, 설비변경 시 '타임 마스터 에리스' 시계의 전시 공간이 새로운 매장 레이아웃에 어울리도록 반드시 조정해야 하며, 이 조정 사항은 갑이 사전에 승인한 경우에만 유효하다. 두 번째로, 변경된 인테리어가 '타임 마스터 에리스' 시계의 브랜드 이미지와 일치하는 분위기를 연출할 수 있도록 을의 디자인에 대해 갑이 최종 결정권을 가진다. 세 번째로, 고객의 접근성이 유지되도록 '타임 마스터 에리스' 시계가 전시된 부분은 충분한 통로를 확보해야 하며, 이를 소홀히 할 경우 발생하는 비용과 책임은 을이 전적으로 부담해야 한다. 마지막으로, 프로젝트 완료 후 '타임 마스터 에리스' 시계의 파일럿 테스트를 통해 고객 반응을 모니터링하고, 이 과정에서 발생하는 모든 비용은 을이 감당해야 한다. 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의한다.",12,1,3,5
