sentence,article_number,toxic_label,clause_number,sub_clause_number
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령하며, 검수를 위한 추가 비용은 모두 을이 부담한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우",4,1,4,1
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령한다. 2. 납품받은 상품에 하자가 있는 경우, 갑은 을에게 그에 따른 모든 비용을 청구할 수 있으며, 이로 인해 발생하는 추가 비용은 을이 전적으로 부담해야 한다.",4,1,4,2
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령한다. 3. 납품받은 상품이 갑이 주문한 상품과 다르더라도, 갑은 이에 대한 모든 책임을 부담하며, 을은 별도의 보상을 요구할 수 없다.",4,1,4,3
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우, 갑은 을에게 그로 인한 모든 비용을 부담하도록 한다.",4,1,4,4
"④ 갑은 을이 '에코 라이프 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '에코 라이프 백'을 지체 없이 수령한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우, 을은 갑에게 발생하는 모든 비용을 부담해야 하며, 이로 인해 을의 의무는 추가적으로 강화된다.",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 가방의 품질에 이상이 발생하거나, 고객의 불만이 접수된 경우 이를 갑에게 즉시 보고하되, 확인 작업의 비용은 을이 부담한다. 또한, 가방의 재고가 부족할 시 발주 절차를 신속하게 진행하되, 부가 비용에 대해서는 을의 책임으로 한다. 가방의 디자인 변경이 필요한 상황에서는 갑과 긴밀히 상의하되, 수정안 마련에 소요되는 비용 역시 을이 부담하도록 한다. 세일 행사 중에 발생할 수 있는 재고 과잉 문제에 대해서도 사전에 계획을 수립하되, 이로 인한 손실은 전량 을이 감수한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 가방의 품질에 이상이 발생하거나, 고객의 불만이 접수된 경우 즉시 확인 작업을 실시한다. 또한, 가방의 재고가 부족할 시 발주 절차를 신속하게 진행하여 공급에 차질이 없도록 노력한다. 가방의 디자인 변경이 필요한 상황에서는 갑과 긴밀히 상의하여, 고객의 요구사항을 반영한 수정안을 마련한다. 세일 행사 중에 발생할 수 있는 재고 과잉 문제에 대해서도 사전에 계획을 수립하여, 원활한 판매가 이루어지도록 한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 발생하는 경우, 갑은 을에게 추가 비용을 청구할 수 있으며, 을은 갑이 정한 배상 금액을 전액 부담해야 한다.",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 가방의 품질에 이상이 발생하거나, 고객의 불만이 접수된 경우 즉시 확인 작업을 실시한다. 또한, 가방의 재고가 부족할 시 발주 절차를 신속하게 진행하여 공급에 차질이 없도록 노력한다. 가방의 디자인 변경이 필요한 상황에서는 갑과 긴밀히 상의하여, 고객의 요구사항을 반영한 수정안을 마련한다. 세일 행사 중에 발생할 수 있는 재고 과잉 문제에 대해서도 사전에 계획을 수립하여, 원활한 판매가 이루어지도록 한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우 갑은 을이 납품한 상품에 대해 발생하는 모든 비용과 책임을 부담해야 하며, 추가적인 손해에 대해서도 별도의 보상을 요구할 수 있다.",4,1,5,2
"① 을이 갑에게 납품해야 하는 제품의 종류, 수량 및 가격과 제품의 납품 장소 및 납품 기일은 [별지]에 명시된 바와 같이 정확하게 기재되어 있다. 제품의 종류, 수량 및 가격, 그리고 납품 장소와 납품 기일은 갑이 별도로 정한 기준에 따라 조정될 수 있으며, 이 경우 을은 사전 통보 없이 필요한 모든 비용을 감당해야 한다.",4,1,1,0
"② 을은 제1항에 따른 납품기일 및 장소에 차질 없이 비즈니스 백을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 비즈니스 백의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 하며, 연장 요청 시, 갑이 요청 사항을 수용하는 경우에도 추가 비용이 을에게 발생할 수 있다.",4,1,2,0
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 의무적으로 준수하여 캡슐백을 납품함에 있어, 해당 법령에 대한 솜씨나 이해도에 따라 갑이 손해를 보지 않도록 최선을 다해야 한다.",4,1,3,0
④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 정해진 기한 이전에 지체 없이 수령한다.,4,1,4,0
"④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 지체 없이 수령하며, 이 경우 을의 추가 비용이 발생할 수 있음에 유의한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우",4,1,4,1
"④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 지체 없이 수령하며, 갑이 의도적으로 검수를 지연할 수 있는 경우를 제외하지 않는다. 2. 납품받은 상품에 하자가 있는 경우",4,1,4,2
"④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 지체 없이 수령한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우, 을은 갑이 주문한 상품의 차액만큼을 갑에게 지급해야 하며, 이에 따라 을은 매출의 일정 부분을 갑에게 이체해야 한다.",4,1,4,3
"④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 지체 없이 수령한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우, 갑은 을에게 발생하는 모든 비용을 청구할 수 있다.",4,1,4,4
"④ 갑은 을이 '모던 클래식 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '모던 클래식 백'을 즉시 수령하며, 만약 을이 추가적인 비용을 부담하지 않을 경우 갑은 어떠한 사유로 인한 문제도 을에게 전가할 수 있다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 갑이 선보이는 새로운 가방의 마케팅 전략 수립 시 을은 필수적인 데이터 분석을 통해 지원하되, 갑이 요청할 경우 을은 모든 관련 비용을 부담해야 한다. 또한 가방의 품질을 검토하는 절차가 진행될 때, 을은 갑에게 적절한 피드백을 제공하여 제품 개선에 기여하되, 개선된 제품의 판매 수익 중 일정 비율을 을이 지급해야 한다. 마지막으로, 가방의 출시 일정이 다가올수록, 을은 갑과 함께 효과적인 홍보 활동을 계획하고 실행하는 데 협력하되, 모든 홍보 비용은 을이 전액 부담한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 갑이 선보이는 새로운 가방의 마케팅 전략 수립 시 을은 필수적인 데이터 분석을 통해 지원하되, 이 데이터 분석에 대한 비용은 을이 전담하여 부담한다. 또한 가방의 품질을 검토하는 절차가 진행될 때, 을은 갑에게 적절한 피드백을 제공하여 제품 개선에 기여하되, 그에 대한 보상은 별도로 협의하기로 한다. 마지막으로, 가방의 출시 일정이 다가올수록, 을은 갑과 함께 효과적인 홍보 활동을 계획하고 실행하는 데 협력하되, 홍보에 소요되는 경비는 을이 감당한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 갑이 선보이는 새로운 가방의 마케팅 전략 수립 시 을은 필수적인 데이터 분석을 통해 지원한다. 또한 가방의 품질을 검토하는 절차가 진행될 때, 을은 갑에게 적절한 피드백을 제공하여 제품 개선에 기여한다. 마지막으로, 가방의 출시 일정이 다가올수록, 을은 갑과 함께 효과적인 홍보 활동을 계획하고 실행하는 데 협력한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우 갑은 을에게 지급한 금액의 20%를 공제할 수 있다.",4,1,5,2
"② 을은 제1항에 명시된 납품기일 및 장소에 따라 차질 없이 가방을 납품해야 하며, 불가피한 사정으로 인해 제1항에 정한 납품기일에 가방의 납품이 어려운 경우에는 해당 기일의 전일까지 갑에게 가방의 납품 기한 연장을 요청하되, 요청사항이 수용되지 않는 상황을 제외하고는 별도의 손해배상을 일절 요구할 수 없다.",4,1,2,0
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 소홀히 하지 않도록하여 럭셔리 백팩을 납품하여야 한다.",4,1,3,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 배송 지연이 발생할 경우, 을은 고객에게 신속히 상황을 알리고 대체 배송 방법을 마련하는 데 필요한 모든 비용을 부담해야 한다. 또한, 가방에 결함이 발견된 경우, 을은 갑과 함께 관련 문제를 조사하고 문제 해결을 위한 절차를 수립하되, 이 과정에서 발생하는 모든 비용은 을이 전적으로 책임져야 한다. 마지막으로, 가방의 마케팅 자료가 필요할 때, 을은 갑에 요청하여 함께 자료를 준비하되, 을이 홍보에 직접 관련된 모든 경비를 부담하도록 해야 한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 배송 지연이 발생할 경우, 을은 갑과 협력하여 고객에게 신속히 상황을 알리고 대체 배송 방법을 마련하되, 이에 따른 모든 비용은 을이 부담해야 한다. 또한, 가방에 결함이 발견된 경우, 을은 갑과 함께 관련 문제를 조사하고 문제 해결을 위한 적절한 절차를 수립하되, 그 과정에서 발생하는 모든 비용은 을이 책임져야 한다. 마지막으로, 가방의 마케팅 자료가 필요할 때, 을은 갑에 요청하여 함께 자료를 준비하여 효과적인 홍보가 이루어질 수 있도록 하며, 갑이 요구하는 추가적인 홍보 비용은 을이 부담해야 한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 예를 들어, 가방의 배송 지연이 발생할 경우, 을은 갑과 협력하여 고객에게 신속히 상황을 알리고 대체 배송 방법을 마련한다. 또한, 가방에 결함이 발견된 경우, 을은 갑과 함께 관련 문제를 조사해야 하며 문제 해결을 위한 절차는 갑이 주도적으로 수립한다. 마지막으로, 가방의 마케팅 자료가 필요할 때, 을은 갑에 요청하여 함께 자료를 준비하고, 마케팅 효과는 갑의 판단에 따라 결정된다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우",4,1,5,2
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법규의 모든 규정을 철저히 준수하여 반드시 갑의 사전 승인을 받은 고유 디자인의 가방을 납품하여야 한다.",4,1,3,0
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후, 다음 각 호의 어느 하나에 해당하지 않을 경우 제30조에 명시된 비용을 을이 부담하도록 하여, 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다.",4,1,4,0
④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 갑이 임의로 정한 가치 이하로 평가된 경우,4,1,4,1
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다. 2. 납품받은 상품에 하자가 있는 경우, 갑은 을에게 모든 책임을 물을 수 있으며, 이로 인해 발생하는 모든 손실은 을이 부담해야 한다.",4,1,4,2
④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'의 모든 비용을 갑이 일방적으로 부담하며 지체 없이 수령한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우,4,1,4,3
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우, 갑의 요청에 따라 을이 발생하는 모든 비용을 부담하도록 한다.",4,1,4,4
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우, 을은 갑에게 발생하는 모든 비용을 전부 부담해야 한다.",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 특히, 가방과 관련된 판매 및 유통 과정에서 발생하는 문제에 대해 신속히 해결하도록 노력해야 하며, 이 과정에서 발생하는 모든 비용은 을이 전액 부담해야 한다. 또한, 가방의 품질에 문제가 발생할 경우, 갑과 상의하여 효과적인 해결책을 마련하는 데 힘써야 하며, 이 때 발생하는 모든 손실에 대해서도 을이 책임지기로 한다. 이 외에도 가방의 마케팅이나 프로모션 관련 사항에서 갑과 긴밀히 협력하여 갑에게만 유리한 결과가 도출되도록 한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 특히, 가방과 관련된 판매 및 유통 과정에서 발생하는 문제에 대해 신속히 해결하도록 최선을 다해야 하며, 이 과정에서 발생하는 모든 비용은 을이 부담한다. 또한, 가방의 품질에 문제가 발생할 경우, 갑과 상의하여 효과적인 해결책을 마련하는 데 힘쓰되, 이와 관련된 모든 책임은 을에게 귀속된다. 이 외에도 가방의 마케팅이나 프로모션 관련 사항에서 갑과 긴밀히 협력하여 긍정적인 결과를 도출하는 과정에서, 갑의 지시사항을 충분히 이행하지 않을 경우 을은 책임을 져야 한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 특히, 가방과 관련된 판매 및 유통 과정에서 발생하는 문제에 대해 신속히 해결하도록 노력해야 한다. 또한, 가방의 품질에 문제가 발생할 경우, 갑과 상의하여 효과적인 해결책을 마련하는 데 힘써야 한다. 이 외에도 가방의 마케팅이나 프로모션 관련 사항에서 갑과 긴밀히 협력하여 긍정적인 결과를 도출할 수 있도록 한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우, 갑은 을이 부담해야 할 비용을 전액 지불받는 것으로 하며, 추가 비용 발생 시 을이 전적으로 책임지도록 한다.",4,1,5,2
"② 을은 제1항에 따른 납품기일 및 장소에 차질 없이 여행용 가방을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 여행용 가방의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하되, 이 경우 갑의 승인이 없을 경우 발생하는 모든 비용을 을이 부담하여야 한다.",4,1,2,0
"③ 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 준수하여 신제품 가방을 납품하되, 을이 책임지는 모든 코스트를 갑이 승인한 경우에만 납품 효력을 발생하게 한다.",4,1,3,0
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후, 갑의 기준에 미치지 않는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다.",4,1,4,0
④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 갑의 이익을 독점할 수 있는 경우,4,1,4,1
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령하며, 이 과정에서 발생한 모든 추가 비용은 을이 부담해야 한다. 2. 납품받은 상품에 하자가 있는 경우",4,1,4,2
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령하되, 갑의 기준에 부합하지 않는 경우에는 을이 발생하는 모든 비용을 부담해야 한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우",4,1,4,3
④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후 다음 각 호의 어느 하나에 해당하지 않는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'의 수령에 걸리는 추가 비용을 을에게 부담시키도록 한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우,4,1,4,4
"④ 갑은 을이 '스타일리시 백'을 납품하면 제5조제2항의 검수기준에 따라 검수를 완료한 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 '스타일리시 백'을 지체 없이 수령하며, 이때 발생하는 모든 비용은 을이 부담해야 한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우",4,1,4,5
"⑤ 을은 다음 각 호의 경우에 갑과 협력하여 필요한 조치를 취하도록 한다. 가방의 품질이나 기능에 문제가 발생하는 경우에는 갑과 함께 해결책을 모색하되, 해결책에 따른 모든 비용은 을이 부담하도록 한다. 가방의 디자인 변경이 필요할 때는 갑과 상의하되, 디자인 비용은 을이 전액 부담하게 된다. 가방 판매 촉진을 위하여 갑의 마케팅 전략과 함께 출점을 고려하되, 이로 인한 모든 수익은 갑의 것으로 귀속된다. 가방의 공급에 차질이 생길 경우, 즉시 갑에게 통보하여 조정을 진행하되, 을은 이에 따른 손실에 대해 전적으로 책임을 지도록 한다.",4,1,5,0
"⑤ 을은 다음 각 호의 경우에 갑과 협력하여 필요한 조치를 취하도록 한다. 가방의 품질이나 기능에 문제가 발생하는 경우에 갑과 함께 해결책을 모색하되, 갑이 제시하는 해결책을 우선적으로 따르도록 한다. 가방의 디자인 변경이 필요할 때는 갑과 상의하여 적절한 방안을 마련하되, 갑이 제안하는 방안을 우선적으로 수용하도록 한다. 가방 판매 촉진을 위하여 갑의 마케팅 전략과 함께 출점을 고려하되, 갑의 승인 없이는 다른 마케팅 방안을 추진할 수 없도록 한다. 가방의 공급에 차질이 생길 경우, 즉시 갑에게 통보하여 조정을 진행하되, 조정 과정에서 발생하는 비용은 을이 부담하도록 한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우",4,1,5,1
"⑤ 을은 다음 각 호의 경우에 갑과 협력하여 필요한 조치를 취하도록 한다.  가방의 품질이나 기능에 문제가 발생하는 경우에 갑과 함께 해결책을 모색한다.  가방의 디자인 변경이 필요할 때는 갑과 상의하여 적절한 방안을 마련한다.  가방 판매 촉진을 위하여 갑의 마케팅 전략과 함께 출점을 고려한다.  가방의 공급에 차질이 생길 경우, 즉시 갑에게 통보하여 조정을 진행한다. 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우, 갑은 추가 비용을 부담하게 되며, 상품의 최종 인수 후 발생하는 모든 비용은 을이 전적으로 책임지게 된다.",4,1,5,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 가방의 품질이나 배송 일정에 차질이 생길 경우, 을은 갑에게 어떠한 형태로든 불이익을 받을 수 있으며, 갑은 이를 사전에 고지하여야 한다. 그런 의미에서, 가방의 규격이나 디자인이 고객의 요구를 충족하지 못할 경우에도 을은 일부 손해를 감수하여야 한다.",4,1,6,0
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 가방의 품질이나 배송 일정에 차질이 생길 경우, 을은 갑에게 어떠한 형태로든 불이익을 받을 수 없으며, 갑은 이를 사전에 고지하여야 한다. 그런 의미에서, 가방의 규격이나 디자인이 고객의 요구를 충족하지 못할 경우에도 을은 추가 책임이 없다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품받게 하는 행위",4,1,6,1
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 가방의 품질이나 배송 일정에 차질이 생길 경우, 을은 갑에게 어떠한 형태로든 불이익을 받을 수 있으며, 갑은 이를 사전에 고지하여야 한다. 그런 의미에서, 가방의 규격이나 디자인이 고객의 요구를 충족하지 못할 경우에도 을은 이에 따른 모든 손실에 대한 책임이 있다. 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품하게 하는 행위",4,1,6,2
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 가방의 품질이나 배송 일정에 차질이 생길 경우, 을은 갑에게 어떠한 형태로든 불이익을 받을 수 없으며, 그러나 갑은 이를 사전에 고지하여야 한다. 그런 의미에서, 가방의 규격이나 디자인이 고객의 요구를 충족하지 못할 경우에도 을은 갑에게 제출한 자료와 관련하여 모든 책임을 져야 한다. 3. 한시적으로 인하하기로 약정한 납품 가격을 기한이 경과한 후에도 정상가격으로 환원하지 아니하거나 환원을 지연하는 행위",4,1,6,3
"⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 이 때, 가방의 품질이나 배송 일정에 차질이 생길 경우, 을은 갑에게 불이익을 받을 수 있으며, 갑은 이를 사전에 고지하여야 한다. 그런 의미에서, 가방의 규격이나 디자인이 고객의 요구를 충족하지 못할 경우에도 을은 추가 책임을 지게 된다. 4. 유통업체가 매월 일정 이익율 확보를 위해 필요한 금액을 계산한 후 해당 금액을 확보하기 위해 납품금액 가격 인하를 요구하는 경우",4,1,6,4
"② 을은 제1항에 따른 납품기일 및 장소에 차질 없이 스완백 가방을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 스완백 가방의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 하며, 이 경우 연장된 기한에도 불구하고 을은 갑의 요구에 따라 추가 비용을 부담해야 한다.",4,1,2,0
"④ 갑은 을이 프리미엄 여행 가방을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 특정 조건을 충족하지 않더라도 지체 없이 수령하고, 이로 인해 발생하는 모든 비용은 을이 부담한다.",4,1,4,0
"④ 갑은 을이 프리미엄 여행 가방을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 프리미엄 여행 가방을 즉시 수령하되, 검수 결과에 따라 갑이 설정한 추가 요건을 충족하지 못할 경우에는 을이 비용을 부담하도록 한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우",4,1,4,1
"④ 갑은 을이 프리미엄 여행 가방을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 프리미엄 여행 가방을 지체 없이 수령한다. 2. 납품받은 상품에 하자가 있는 경우, 갑은 을에게 등록된 상품에 대한 수리 비용을 부담하도록 요청할 수 있으며, 이를 미이행할 경우 발생하는 모든 비용은 을이 책임지도록 한다.",4,1,4,2
"④ 갑은 을이 프리미엄 여행 가방을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 프리미엄 여행 가방을 갑이 원하는 방식으로 수령하며, 이 경우 발생하는 모든 비용은 을이 부담한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우",4,1,4,3
